0.0145	2.6276	0	0	0.0145	2.6276	0	2.75	0	1
-0.568872	-76.41	0.00684485	1.24038	-0.119574	2.9726	-0.0282	3.1487	-0.1253	0.9921
-0.2587	3.4173	0.00684485	1.24038	-0.2587	3.4173	-0.1062	3.5408	-0.2487	0.9686
-0.295369	3.81345	-0.449399	0.990405	-0.294217	3.81327	-0.2327	3.92	-0.3681	0.9298
0.0891445	4.32157	-4.75164	0.975939	-0.155	4.3229	-0.4058	4.2803	-0.4818	0.8763
-0.681286	4.62924	-1.8531	1.01614	-0.647125	4.25002	-0.6226	4.6162	-0.5878	0.809
-1.01448	5.13436	-0.772418	1.23929	-0.9724	5.1337	-0.8798	4.9222	-0.6845	0.729
-1.21431	5.40889	-0.620448	1.25789	-1.11684	5.00603	-1.1734	5.1935	-0.7705	0.6374
-1.51749	5.45849	-0.719455	-0.0150847	-1.5121	5.3763	-1.4986	5.4259	-0.8443	0.5358
-1.68867	5.65715	-0.420022	0.572358	-1.67146	5.70082	-1.8504	5.6157	-0.9048	0.4258
-2.2081	5.95836	-1.33545	0.810183	-2.2464	5.9824	-2.2232	5.76	-0.9511	0.309
-2.64727	5.78176	-1.0631	-0.572587	-2.58699	5.62293	-2.6111	5.8563	-0.9823	0.1874
-2.91935	6.08842	-0.799071	0.865184	-2.9274	6.1726	-3.0081	5.9033	-0.998	0.0628
-3.50537	6.25945	-1.26374	-0.102516	-3.69383	6.45735	-3.4078	5.9002	-0.998	-0.0628
-3.77815	5.88879	-0.62505	-1.05002	-3.7396	5.8232	-3.804	5.847	-0.9823	-0.1874
-4.21381	5.69262	-1.14681	-0.418055	-4.27094	5.7639	-4.1904	5.7445	-0.9511	-0.309
-4.63214	5.49583	-1.03535	-0.504805	-4.6256	5.4893	-4.5609	5.5945	-0.9048	-0.4258
-5.02117	5.26287	-0.693837	-0.874229	-5.15595	5.39436	-4.9097	5.3991	-0.8443	-0.5358
-5.33552	5.07939	-0.837079	-0.442584	-5.3501	5.1032	-5.2312	5.1616	-0.7705	-0.6374
-5.45609	4.85784	-0.38515	-0.455246	-5.32386	4.76914	-5.5205	4.8857	-0.6846	-0.729
-5.85188	4.71243	-1.0312	-0.300765	-5.8885	4.7308	-5.7729	4.5757	-0.5878	-0.809
-6.08397	4.50916	-0.442067	-0.599768	-6.07359	4.50973	-5.9844	4.2365	-0.4818	-0.8763
-6.11461	3.91781	0.0476009	-1.48907	-6.0727	3.8714	-6.1517	3.8735	-0.3681	-0.9298
-6.23745	3.39226	-0.579227	-1.16807	-6.16299	3.3556	-6.2723	3.4924	-0.2487	-0.9686
-6.25798	3.08457	-0.0268962	-0.816489	-6.2296	3.0909	-6.3441	3.0991	-0.1253	-0.9921
-6.4625	2.7799	-0.000306857	-0.99735	-6.81704	2.91111	-6.3661	2.7	0	-1
-6.38915	2.48125	0.187203	-0.765868	-6.3803	2.4878	-6.3378	2.3013	0.1253	-0.9921
-6.16651	2.03448	0.00322893	-0.94413	-5.8014	1.90704	-6.2599	1.9092	0.2487	-0.9686
-5.97458	1.49109	0.559688	-1.36569	-5.935	1.4701	-6.1333	1.53	0.3681	-0.9298
-6.15928	1.18941	-0.0126328	-0.793006	-6.58471	1.3046	-5.9603	1.1697	0.4817	-0.8763
-5.69254	0.836551	1.33024	-0.87626	-5.6031	0.828	-5.7435	0.8338	0.5878	-0.809
-5.58233	0.272659	0.234715	-1.45098	-5.7508	0.230113	-5.4863	0.5278	0.6845	-0.729
-5.14085	0.13237	1.22188	-0.28536	-5.0774	0.1739	-5.1927	0.2565	0.7705	-0.6374
-4.84185	-0.213324	0.735203	-0.904475	-4.91884	-0.248156	-4.8675	0.0241	0.8443	-0.5358
-4.44326	-0.209963	1.03451	0.098603	-4.4231	-0.171	-4.5157	-0.1657	0.9048	-0.4258
-4.24167	-0.206083	0.751973	0.0161041	-4.47056	-0.220545	-4.1429	-0.31	0.951	-0.309
-3.88323	0.130273	0.914972	0.965287	-3.8713	0.1689	-3.7549	-0.4063	0.9823	-0.1874
0.624338	20.3863	14.655	53.5011	-3.31065	-0.45302	-3.358	-0.4533	0.998	-0.0628
-1.8975	4.07186	-8.96974	-59.3278	-2.9685	-0.6188	-2.9582	-0.4502	0.998	0.0628
-10.7924	-1.17667	-20.1988	0.75377	-2.78545	-0.430365	-2.562	-0.397	0.9823	0.1874
-2.68038	-0.728458	7.78007	4.77532	-2.1039	-0.24	-2.1757	-0.2945	0.9511	0.309
3.45731	-5.52986	10.8763	-27.1675	-1.59088	-0.138584	-1.8052	-0.1445	0.9048	0.4258
-0.318313	-2.18402	-18.966	14.1664	-1.4999	0.1375	-1.4564	0.0509	0.8443	0.5358
-2.31728	-0.531383	-0.398041	1.74634	-1.04745	0.266	-1.1348	0.2884	0.7705	0.6374
-1.02492	0.645638	3.22396	2.28165	-0.8285	0.6098	-0.8456	0.5643	0.6846	0.7289
-0.961741	1.56106	0.00413969	2.73262	-0.610986	0.880354	-0.5932	0.8743	0.5878	0.809
-0.453629	1.35703	1.77873	-0.957987	-0.3854	1.123	-0.3817	1.2135	0.4818	0.8763
0.0454766	1.71449	1.20715	0.967847	-0.262115	1.93553	-0.2143	1.5765	0.3682	0.9298
0.0607998	1.79679	-0.378842	0.168023	-0.0196	1.7362	-0.0938	1.9576	0.2487	0.9686
-0.00776732	2.35856	-0.14001	1.229	0.0246551	2.68089	-0.022	2.3509	0.1254	0.9921
-0.0226742	2.79643	-0.00199429	1.077	-0.0162	2.7861	0	2.75	0	1
0.139489	3.14588	0.426618	1.16582	0.133832	2.95257	0.0157	3.1494	0.0941	0.9956
0.158993	3.6661	-0.037131	1.31844	0.1392	3.6764	0.0813	3.5437	0.2182	0.9759
0.104619	3.87512	-0.12749	0.876395	0.0959635	3.5407	0.1959	3.9267	0.3388	0.9409
0.362941	4.1871	0.75259	0.766474	0.3982	4.1805	0.3575	4.2923	0.454	0.891
0.481396	4.48776	0.224082	0.471414	0.482312	4.61657	0.5637	4.6348	0.5621	0.8271
0.822154	4.9213	0.931962	1.17103	0.8535	4.9708	0.8112	4.9487	0.6613	0.7501
1.09175	5.43383	0.499783	0.585602	1.15623	5.80528	1.096	5.2292	0.7501	0.6613
1.42837	5.53884	0.843666	0.231208	1.4391	5.5181	1.4138	5.4717	0.8271	0.5621
1.72262	5.8991	0.652703	0.710072	1.76421	6.11687	1.7595	5.6724	0.891	0.454
2.13594	5.84183	0.997502	-0.226663	2.1405	5.7854	2.1276	5.8283	0.9409	0.3387
2.68505	6.05528	1.12245	-0.0364668	2.89209	6.49019	2.5123	5.9368	0.9759	0.2181
3.06138	5.82436	0.897965	-0.641821	3.0448	5.7846	2.9076	5.9962	0.9956	0.0941
3.17417	5.86285	0.216653	0.117651	3.13929	5.94561	3.3072	6.0057	0.9995	-0.0314
3.79032	6.03566	1.60184	0.558598	3.8576	6.0819	3.7049	5.9649	0.9877	-0.1565
4.04915	5.87133	0.453852	-0.655794	3.98564	5.79718	4.0943	5.8747	0.9603	-0.279
4.4414	6.0195	1.10059	0.473099	4.489	6.0918	4.4693	5.7363	0.9177	-0.3972
4.71331	5.90462	0.618734	-0.381948	4.65517	5.81473	4.8241	5.552	0.8607	-0.5091
5.32956	5.41067	1.42732	-1.15512	5.3523	5.3844	5.1529	5.3248	0.7901	-0.6129
5.53449	5.25935	0.687877	-0.114502	5.30665	5.19327	5.4507	5.0581	0.7071	-0.7071
5.63295	4.73806	0.0748211	-1.31372	5.5796	4.6742	5.7127	4.7561	0.6129	-0.7902
5.96142	4.1484	1.10626	-1.31693	5.9283	4.06709	5.9347	4.4238	0.509	-0.8608
6.10841	4.1909	0.450444	0.0267106	6.0935	4.2392	6.1134	4.0662	0.3971	-0.9178
6.16654	3.65202	0.260441	-1.35832	5.9805	3.47282	6.2459	3.689	0.279	-0.9603
6.11982	3.19743	-0.118881	-1.18129	6.1014	3.1987	6.33	3.2982	0.1564	-0.9877
6.05147	2.75074	0.119566	-0.981197	5.89404	2.68959	6.3645	2.9	0.0314	-0.9995
6.17975	2.36388	0.345061	-0.957217	6.194	2.3675	6.3488	2.5005	-0.0941	-0.9956
6.33174	2.21056	-0.317938	-0.558514	6.70274	2.37478	6.2832	2.1062	-0.2182	-0.9759
5.95446	1.91725	-1.03099	-0.747253	5.9069	1.9041	6.1686	1.7232	-0.3388	-0.9409
6.00971	1.24834	0.104508	-1.77561	6.20251	1.18451	6.007	1.3576	-0.454	-0.891
5.77895	0.835372	-0.642123	-1.03726	5.7366	0.8574	5.8008	1.0152	-0.5621	-0.8271
5.63584	0.700647	-0.572241	-0.303173	5.79528	0.760017	5.5533	0.7013	-0.6613	-0.7501
5.15572	0.485534	-1.28586	-0.5359	5.1077	0.4759	5.2685	0.4208	-0.7501	-0.6613
4.86237	0.189423	-1.35065	-0.793106	5.28283	0.188677	4.9507	0.1783	-0.8271	-0.5621
4.63748	-0.1192	-0.454877	-0.775242	4.6974	-0.1173	4.605	-0.0225	-0.891	-0.454
4.64972	-0.221367	-0.862251	-0.127532	5.1895	-0.223286	4.2369	-0.1783	-0.9409	-0.3387
3.95868	0.0516445	-1.85063	0.792575	3.8899	0.0913	3.8522	-0.2868	-0.9759	-0.2181
3.45407	-0.31187	-0.70422	-0.961665	3.1666	-0.359998	3.4569	-0.3463	-0.9956	-0.0941
2.98205	-0.330271	-1.24421	0.157993	2.95	-0.284	3.0573	-0.3557	-0.9995	0.0314
2.51973	-0.346057	-1.10842	-0.0562357	2.51444	-0.348699	2.6596	-0.3149	-0.9877	0.1564
2.03884	-0.363606	-1.21492	-0.0418028	2.0317	-0.3627	2.2702	-0.2247	-0.9603	0.279
2.01374	-0.135786	-0.421137	0.713367	2.36898	-0.0497558	1.8952	-0.0863	-0.9178	0.3971
1.70932	0.289602	-0.793103	1.17133	1.6826	0.313	1.5404	0.0979	-0.8607	0.509
1.55674	0.451382	-0.252335	0.412789	1.45996	0.41429	1.2116	0.3252	-0.7902	0.6129
1.17392	0.679239	-1.09621	0.683394	1.1244	0.6854	0.9138	0.5919	-0.7071	0.7071
0.726058	0.998386	-1.18311	0.722489	0.76295	1.05171	0.6518	0.8938	-0.6129	0.7902
0.632195	1.27464	0.0418373	0.563165	0.6963	1.2772	0.4297	1.2262	-0.509	0.8607
0.192875	1.65846	-1.02476	1.30273	0.155167	1.39983	0.2511	1.5838	-0.3971	0.9178
-0.034795	2.0304	-0.387818	0.825562	-0.0072	2.0049	0.1186	1.961	-0.279	0.9603
0.0493037	2.31795	0.171093	1.56177	0.040187	1.84346	0.0345	2.3517	-0.1564	0.9877
0.130591	2.62348	0.207385	0.655535	0.1341	2.5629	0	2.75	-0.0314	0.9995
